Date,AAPL,JNJ,JPM,XOM,AMZN,KO,NVDA,PG,Mkt-RF,SMB,HML,RMW,CMA,RF,Mom
2006-02-07,2.0254993438720703,31.80036163330078,23.402931213378906,30.473508834838867,1.8760000467300415,11.165982246398926,0.3334985375404358,33.78742218017578,-0.92,-0.57,-0.21,-0.42,0.4,0.02,-1.32
2006-02-08,2.0617547035217285,32.8081169128418,23.605606079101562,30.55446434020996,1.9084999561309814,11.220412254333496,0.34312528371810913,33.872859954833984,0.77,-0.31,-0.11,-0.18,0.38,0.02,-0.46
2006-02-09,1.9460970163345337,32.780120849609375,23.70694351196289,30.316661834716797,1.8995000123977661,11.157819747924805,0.3373190462589264,33.958290100097656,-0.19,-0.2,-0.26,-0.04,0.35,0.02,-0.59
2006-02-10,2.0168099403381348,32.690528869628906,23.79636573791504,30.068742752075195,1.9259999990463257,11.201362609863281,0.3354082703590393,34.003868103027344,0.15,-0.4,0.0,-0.01,0.06,0.02,-0.3
2006-02-13,1.938904881477356,32.75210189819336,23.70694351196289,30.15477180480957,1.8930000066757202,11.087063789367676,0.3365543782711029,33.85575866699219,-0.47,-0.5,0.18,0.03,0.16,0.02,-0.43
2006-02-14,2.0266976356506348,33.06005096435547,23.903656005859375,30.12946128845215,1.912500023841858,11.250349044799805,0.33716583251953125,34.08359909057617,1.01,0.22,-0.12,-0.1,-0.02,0.02,-0.03
2006-02-15,2.0740394592285156,33.08802795410156,24.034793853759766,30.2357234954834,1.9630000591278076,11.250349044799805,0.34365975856781006,34.23737716674805,0.41,0.36,-0.49,-0.03,-0.09,0.02,0.04
2006-02-16,2.1144893169403076,33.0208625793457,24.332839965820312,30.48362922668457,1.9574999809265137,11.31838321685791,0.3606211543083191,34.59051513671875,0.75,0.13,0.21,0.1,0.07,0.02,0.88
2006-02-17,2.1060996055603027,33.07122802734375,24.308996200561523,30.635414123535156,1.9594999551773071,11.372811317443848,0.36268413066864014,34.74431228637695,-0.16,0.02,0.32,0.08,0.17,0.02,0.25
2006-02-21,2.069845199584961,33.110435485839844,24.26132583618164,30.741661071777344,1.9144999980926514,11.389141082763672,0.3549681305885315,34.67595291137695,-0.38,-0.14,0.1,0.55,-0.26,0.02,0.45
2006-02-22,2.1369616985321045,33.04883575439453,24.68454933166504,30.488704681396484,1.9359999895095825,11.45173454284668,0.35435643792152405,35.279701232910156,0.73,0.03,-0.07,-0.33,-0.15,0.02,-0.11
2006-02-23,2.1498453617095947,32.8025016784668,24.505718231201172,30.271141052246094,1.8949999809265137,11.438126564025879,0.34893155097961426,35.01771926879883,-0.29,0.17,-0.25,0.01,0.07,0.02,0.05
2006-02-24,2.141155958175659,32.5209846496582,24.833580017089844,30.569639205932617,1.9175000190734863,11.492551803588867,0.3488554060459137,35.02909469604492,0.19,0.37,0.18,-0.08,0.0,0.02,0.31
2006-02-27,2.1270742416381836,32.605445861816406,24.785890579223633,30.316661834716797,1.9005000591278076,11.574198722839355,0.3629903197288513,34.94366455078125,0.4,0.12,-0.35,-0.39,0.3,0.02,-0.06
2006-02-28,2.052166223526001,32.45907211303711,24.523603439331055,30.03839683532715,1.871999979019165,11.421798706054688,0.3600867986679077,34.134857177734375,-1.1,-0.2,0.11,0.07,0.13,0.02,-0.41
2006-03-01,2.0704429149627686,32.46468734741211,24.815692901611328,30.5291690826416,1.8559999465942383,11.514323234558105,0.3737631142139435,34.23737716674805,0.9,0.62,-0.02,-0.35,0.35,0.02,0.84
2006-03-02,2.085723400115967,32.48158645629883,24.833580017089844,30.787208557128906,1.843999981880188,11.405467987060547,0.3742976486682892,33.91841506958008,-0.16,-0.05,0.09,-0.01,0.02,0.02,0.45
2006-03-03,2.029094696044922,32.35770034790039,24.791839599609375,30.852977752685547,1.8604999780654907,11.375529289245605,0.3755967617034912,33.98677444458008,-0.15,-0.03,-0.04,0.11,0.02,0.02,0.01
2006-03-06,1.9619767665863037,32.5716667175293,24.696474075317383,30.347028732299805,1.843000054359436,11.416352272033691,0.3748322129249573,33.98677444458008,-0.75,-0.28,-0.11,-0.18,-0.02,0.02,-0.93
2006-03-07,1.9868465662002563,32.77999496459961,24.726274490356445,30.28126335144043,1.846500039100647,11.375529289245605,0.36841437220573425,34.345603942871094,-0.4,-1.09,0.07,-0.01,-0.21,0.02,-0.98
2006-03-08,1.9673705101013184,33.07276153564453,24.797813415527344,30.21040916442871,1.840499997138977,11.492551803588867,0.366580605506897,34.784183502197266,0.14,-0.08,0.04,0.02,-0.04,0.02,-0.21
2006-03-09,1.9155346155166626,32.83065414428711,24.469945907592773,29.81071662902832,1.805999994277954,11.538816452026367,0.36849138140678406,34.972145080566406,-0.5,0.03,0.27,0.09,0.14,0.02,-0.23
