Date,AAPL,JNJ,JPM,XOM,AMZN,KO,NVDA,PG,Mkt-RF,SMB,HML,RMW,CMA,RF,Mom
2011-10-31,12.128425598144531,42.7757453918457,23.646442413330078,44.4152717590332,10.67549991607666,22.003414154052734,0.3392287790775299,42.50033950805664,-2.5,0.02,-0.87,1.08,0.18,0.0,2.25
2011-11-01,11.880633354187012,42.104766845703125,22.251874923706055,43.1923942565918,10.604999542236328,21.591167449951172,0.3222672641277313,41.65021514892578,-2.86,-0.56,-1.13,0.98,0.0,0.0,1.77
2011-11-02,11.907597541809082,42.27749252319336,22.884531021118164,44.0057487487793,10.781000137329102,21.826274871826172,0.31676629185676575,41.74985122680664,1.73,0.77,0.94,-0.63,-0.05,0.0,-0.88
2011-11-03,12.077186584472656,42.742515563964844,23.3879337310791,44.85321044921875,10.91450023651123,22.109697341918945,0.33579063415527344,41.98229217529297,1.97,0.59,-0.14,-0.07,-0.05,0.0,-0.43
2011-11-04,11.99239444732666,42.59637451171875,23.10902214050293,44.65981674194336,10.824000358581543,21.829492568969727,0.3396871089935303,41.86273956298828,-0.53,-0.04,-0.62,0.11,-0.02,0.0,-0.14
2011-11-07,11.977109909057617,42.51665496826172,23.29270362854004,45.131900787353516,10.850000381469727,21.967985153198242,0.3378535509109497,42.14833450317383,0.48,-0.67,0.39,0.24,0.38,0.0,-0.08
2011-11-08,12.171873092651367,43.08797073364258,23.82331085205078,45.635414123535156,10.899499893188477,22.109697341918945,0.34564658999443054,42.64646530151367,1.22,0.03,0.51,-0.19,-0.05,0.0,-0.46
2011-11-09,11.843775749206543,42.204410552978516,22.1362247467041,44.279388427734375,10.560999870300293,21.58794593811035,0.3282267451286316,41.656864166259766,-3.78,-0.81,-0.69,1.03,0.28,0.0,1.86
2011-11-10,11.542351722717285,42.59637451171875,22.272281646728516,45.02891540527344,10.53950023651123,21.703893661499023,0.33166471123695374,42.00221252441406,0.83,0.07,0.54,0.12,0.49,0.0,-0.1
2011-11-11,11.524374008178711,43.347049713134766,22.639633178710938,45.612518310546875,10.869500160217285,21.939010620117188,0.3433544933795929,42.43393325805664,1.98,0.51,-0.18,-0.06,-0.17,0.0,-0.37
2011-11-14,11.36376953125,43.121177673339844,22.143030166625977,45.17768096923828,10.946499824523926,21.83271598815918,0.3367074131965637,41.87603759765625,-0.92,-0.48,-0.87,0.45,-0.24,0.0,0.83
2011-11-15,11.650516510009766,43.17430877685547,22.245067596435547,45.2520751953125,10.891500473022461,21.90035629272461,0.34106239676475525,42.214759826660156,0.56,0.85,-0.25,0.13,-0.2,0.0,0.36
2011-11-16,11.528865814208984,42.78238296508789,21.4083309173584,44.771446228027344,10.599499702453613,21.581512451171875,0.3341861963272095,42.02878952026367,-1.64,-0.17,-0.16,0.11,0.08,0.0,0.36
2011-11-17,11.308338165283203,42.47677993774414,20.741655349731445,44.54830551147461,10.22599983215332,21.45590591430664,0.3222672641277313,41.80297088623047,-1.65,0.22,0.15,0.28,0.4,0.0,1.22
2011-11-18,11.234330177307129,42.4169921875,20.830093383789062,44.571189880371094,9.857000350952148,21.703893661499023,0.31928765773773193,42.00221252441406,-0.08,0.08,0.89,0.0,0.59,0.0,-0.08
2011-11-21,11.056648254394531,41.81246566772461,20.347095489501953,44.00475311279297,9.462499618530273,21.240123748779297,0.33533215522766113,40.95282745361328,-1.86,-0.53,-0.04,0.1,-0.05,0.0,0.89
2011-11-22,11.281371116638184,41.78589630126953,20.006959915161133,43.501243591308594,9.616999626159668,21.246559143066406,0.34564658999443054,40.97275161743164,-0.42,-0.35,-0.55,0.19,-0.25,0.0,0.94
2011-11-23,10.996124267578125,41.18136215209961,19.306270599365234,42.671627044677734,9.44950008392334,20.89229393005371,0.33097711205482483,40.5543327331543,-2.27,-0.7,-0.28,0.66,0.15,0.0,0.72
2011-11-25,10.893649101257324,41.08080291748047,19.374298095703125,42.28255081176758,9.119999885559082,20.850421905517578,0.32180896401405334,40.51448440551758,-0.34,-0.99,0.5,-0.22,0.37,0.0,-0.03
2011-11-28,11.269683837890625,41.818328857421875,19.83688735961914,43.392547607421875,9.707500457763672,20.988914489746094,0.33991628885269165,41.33806228637695,3.11,1.52,-0.62,-0.63,-0.55,0.0,-0.39
2011-11-29,11.182194709777832,42.09321975708008,19.42872428894043,44.016212463378906,9.419500350952148,21.47227668762207,0.34174996614456177,41.530670166015625,0.18,-0.53,0.11,0.35,0.34,0.0,0.58
2011-11-30,11.451860427856445,43.39397430419922,21.068193435668945,46.02447509765625,9.614500045776367,21.809656143188477,0.3582530915737152,42.88557052612305,4.44,1.13,1.13,-1.19,-0.03,0.0,-1.91
2011-12-01,11.623547554016113,43.21293258666992,20.721248626708984,45.65257263183594,9.856499671936035,21.679887771606445,0.3626079857349396,42.560115814208984,-0.22,-0.53,-0.65,0.33,-0.2,0.0,0.29
2011-12-02,11.676581382751465,42.555870056152344,21.993366241455078,45.65257263183594,9.80150032043457,21.533905029296875,0.3603159487247467,42.94535827636719,0.05,0.55,0.63,-0.39,0.28,0.0,-0.59
2011-12-05,11.775760650634766,42.48210525512695,22.79608917236328,46.03019714355469,9.812000274658203,21.511201858520508,0.35481494665145874,43.06489562988281,1.1,0.3,0.25,-0.67,-0.43,0.0,-0.92
2011-12-06,11.714035034179688,42.56925964355469,22.60561752319336,46.241878509521484,9.599499702453613,21.6312313079834,0.34977230429649353,43.06489562988281,0.05,-0.07,0.05,0.07,0.22,0.0,0.06
2011-12-07,11.658303260803223,43.21293258666992,23.12942886352539,46.39067077636719,9.765999794006348,21.663671493530273,0.3477094769477844,43.32393264770508,0.16,-0.22,0.75,0.04,0.42,0.0,-0.46
2011-12-08,11.705349922180176,42.76371765136719,21.91853141784668,45.69835662841797,9.52400016784668,21.647449493408203,0.3367074131965637,42.819149017333984,-2.23,-0.78,-1.02,0.97,0.0,0.0,1.79
2011-12-09,11.794034004211426,43.266571044921875,22.571596145629883,46.539424896240234,9.65149974822998,21.919952392578125,0.3415208160877228,43.151241302490234,1.83,1.32,0.14,-0.33,-0.22,0.0,-0.65
2011-12-12,11.740705490112305,42.58268737792969,21.796083450317383,45.80133819580078,9.47599983215332,21.699350357055664,0.3330400586128235,42.712886810302734,-1.48,0.05,-0.48,0.66,0.25,0.0,1.02
2011-12-13,11.649914741516113,42.48210525512695,21.285871505737305,46.075984954833984,9.025500297546387,21.566354751586914,0.3238716721534729,42.99183654785156,-1.05,-0.99,0.08,0.27,0.12,0.0,1.15
2011-12-14,11.391634941101074,42.36141586303711,21.435537338256836,45.45233154296875,9.010499954223633,21.494983673095703,0.31126534938812256,42.80586242675781,-1.21,-0.28,0.91,-0.09,0.73,0.0,0.18
2011-12-15,11.354179382324219,42.91122055053711,21.605602264404297,45.789878845214844,9.062999725341797,21.699350357055664,0.30851471424102783,43.164520263671875,0.4,0.67,0.14,0.3,0.57,0.0,0.28
2011-12-16,11.416507720947266,43.11237335205078,21.694049835205078,45.864261627197266,9.062999725341797,21.877777099609375,0.30966082215309143,43.26414489746094,0.46,0.28,-0.05,0.11,-0.13,0.0,0.31
2011-12-19,11.452159881591797,42.59608840942383,20.8845157623291,45.50382614135742,8.966500282287598,21.855079650878906,0.30163851380348206,43.13794708251953,-1.3,-0.47,-0.72,0.77,-0.09,0.0,1.78
2011-12-20,11.86385440826416,43.259857177734375,21.91172981262207,46.91706085205078,9.12600040435791,22.189207077026367,0.318600058555603,43.69586181640625,3.1,0.8,0.34,-0.78,-0.14,0.0,-1.15
2011-12-21,11.878835678100586,43.55487823486328,21.98656463623047,47.5578727722168,8.717499732971191,22.568758010864258,0.3144741654396057,43.8353271484375,0.2,0.04,1.27,-0.2,0.94,0.0,-0.11
2011-12-22,11.941754341125488,43.702396392822266,22.75527572631836,48.2272834777832,8.951499938964844,22.44548225402832,0.32799747586250305,43.961524963378906,0.83,-0.18,0.63,-0.81,-0.03,0.0,-1.84
2011-12-23,12.084981918334961,44.23878479003906,22.836912155151367,48.75940704345703,8.86400032043457,22.688785552978516,0.3247886002063751,44.28033447265625,0.84,-0.56,-0.12,0.3,-0.01,0.0,0.37
2011-12-27,12.180862426757812,44.26559829711914,22.469568252563477,48.793724060058594,8.81350040435791,22.669322967529297,0.3222672641277313,44.36003875732422,0.04,0.47,-0.55,0.42,-0.24,0.0,1.0
2011-12-28,12.064302444458008,43.883426666259766,22.211057662963867,48.16436004638672,8.694499969482422,22.549297332763672,0.31424498558044434,44.194000244140625,-1.34,-0.7,-0.07,0.23,0.26,0.0,0.85
2011-12-29,12.138615608215332,44.1717414855957,22.7348690032959,48.788002014160156,8.692999839782715,22.760154724121094,0.320204496383667,44.479583740234375,1.1,0.24,0.29,-0.19,0.09,0.0,-0.65
2011-12-30,12.135016441345215,43.97058868408203,22.61922264099121,48.49620819091797,8.654999732971191,22.698516845703125,0.3176831305027008,44.30690002441406,-0.41,-0.08,-0.2,-0.03,0.03,0.0,-0.64
2012-01-03,12.321688652038574,44.1717414855957,23.796104431152344,49.2056770324707,8.951499938964844,22.753671646118164,0.32180896401405334,44.386600494384766,1.5,-0.12,0.9,-0.74,-0.19,0.0,-2.57
2012-01-04,12.387904167175293,43.90354537963867,23.946840286254883,49.217124938964844,8.875499725341797,22.61092185974121,0.3254762291908264,44.366676330566406,0.0,-0.61,0.01,0.33,-0.04,0.0,0.12
2012-01-05,12.525434494018555,43.84990692138672,24.447019577026367,49.068363189697266,8.880499839782715,22.503877639770508,0.33716583251953125,44.18071365356445,0.39,0.19,0.18,-0.4,0.04,0.0,-0.62
2012-01-06,12.65637493133545,43.46773147583008,24.227760314941406,48.70218276977539,9.130499839782715,22.36113739013672,0.3332692086696625,44.074440002441406,-0.19,-0.03,-0.3,0.0,-0.07,0.0,-0.06
2012-01-09,12.636296272277832,43.534759521484375,24.18665313720703,48.91960906982422,8.928000450134277,22.36113739013672,0.3332692086696625,44.260406494140625,0.28,0.26,-0.07,-0.23,0.24,0.0,-0.35
2012-01-10,12.681540489196777,43.71579360961914,24.700531005859375,49.04545593261719,8.967000007629395,22.4941463470459,0.3318939208984375,44.05451202392578,0.97,0.36,0.39,-0.82,-0.01,0.0,-1.11
2012-01-11,12.660862922668457,43.668861389160156,25.118488311767578,48.6793098449707,8.944999694824219,22.078907012939453,0.32524704933166504,43.622802734375,0.13,0.16,0.31,-0.81,0.23,0.0,-1.33
2012-01-12,12.62610912322998,43.73591232299805,25.2486629486084,48.48474884033203,8.796500205993652,21.919952392578125,0.32318422198295593,43.709136962890625,0.31,0.26,0.03,-0.22,0.07,0.0,-0.55
2012-01-13,12.578767776489258,43.75603103637695,24.611459732055664,48.56489181518555,8.920999526977539,21.731794357299805,0.31470346450805664,43.709136962890625,-0.52,-0.23,-0.43,0.63,0.08,0.0,1.06
2012-01-17,12.725289344787598,43.662174224853516,23.919437408447266,49.028324127197266,9.083000183105469,21.84857749938965,0.3098899722099304,44.008026123046875,0.36,-0.12,-0.75,0.61,-0.33,0.0,0.77
2012-01-18,12.857426643371582,43.769439697265625,25.036266326904297,49.46315002441406,9.472000122070312,21.926437377929688,0.3204335570335388,44.20552062988281,1.21,0.58,0.19,-0.67,-0.14,0.0,-1.73
2012-01-19,12.81667423248291,43.70909881591797,25.303485870361328,49.795013427734375,9.72249984741211,21.88101577758789,0.3289143443107605,44.23898696899414,0.51,-0.14,-0.22,-0.16,-0.23,0.0,-1.13
2012-01-20,12.593451499938965,43.76273727416992,25.598114013671875,50.0582160949707,9.546500205993652,22.088638305664062,0.32593458890914917,44.33940887451172,0.03,0.29,0.64,0.0,0.08,0.0,-0.61
2012-01-23,12.806492805480957,43.58171844482422,25.80366325378418,50.0467643737793,9.304499626159668,22.23137092590332,0.3348737955093384,43.51595687866211,0.02,-0.23,0.17,0.28,-0.39,0.0,-0.44
2012-01-24,12.596745491027832,43.58171844482422,25.80366325378418,49.88083267211914,9.350000381469727,22.027006149291992,0.34243759512901306,43.181209564208984,0.0,0.73,-0.31,-0.42,-0.2,0.0,-0.27
2012-01-25,13.38327693939209,43.729217529296875,25.76255226135254,49.903717041015625,9.390000343322754,22.19894027709961,0.34037458896636963,43.5025634765625,0.91,0.07,-0.77,0.28,-0.19,0.0,-0.04
2012-01-26,13.322453498840332,44.05104446411133,25.687185287475586,49.6462516784668,9.666000366210938,22.062685012817383,0.33716583251953125,43.38205337524414,-0.6,0.22,-0.45,0.25,-0.03,0.0,0.24
2012-01-27,13.40185546875,43.957176208496094,25.495336532592773,49.108428955078125,9.768500328063965,21.877777099609375,0.34174996614456177,43.04732131958008,0.01,0.81,-0.13,-0.32,-0.17,0.0,-0.58
2012-01-30,13.573542594909668,44.05775451660156,25.358299255371094,48.91388702392578,9.607500076293945,21.884260177612305,0.3392287790775299,42.317569732666016,-0.31,-0.47,-0.29,0.46,0.03,0.0,0.71
2012-01-31,13.677511215209961,44.19184875488281,25.556995391845703,47.9126091003418,9.722000122070312,21.9069766998291,0.3385411202907562,42.20378494262695,-0.05,-0.03,0.03,-0.06,-0.18,0.0,0.24
2012-02-01,13.668822288513184,44.044342041015625,25.76255226135254,48.04420471191406,8.972999572753906,22.010786056518555,0.34220847487449646,42.317569732666016,1.1,1.08,0.36,-0.5,0.28,0.0,-0.82
2012-02-02,13.63676643371582,43.9773063659668,25.728286743164062,47.79244613647461,9.086000442504883,22.00429916381836,0.3550441265106201,42.391231536865234,0.17,0.37,0.03,-0.48,0.0,0.0,-0.49
2012-02-03,13.773390769958496,44.01080322265625,26.22846794128418,48.587764739990234,9.383999824523926,22.085397720336914,0.3626079857349396,42.02302932739258,1.58,0.61,0.38,-0.7,-0.23,0.0,-1.49
2012-02-06,13.901935577392578,43.70909881591797,26.132549285888672,49.062644958496094,9.156999588012695,22.069171905517578,0.3598575294017792,42.518428802490234,-0.05,-0.26,-0.23,-0.01,-0.22,0.0,-0.29
2012-02-07,14.047555923461914,43.75603103637695,25.947542190551758,49.40022659301758,9.209500312805176,22.237865447998047,0.36077433824539185,42.6456413269043,0.16,-0.27,-0.08,0.15,0.01,0.0,0.35
2012-02-08,14.282764434814453,43.74261474609375,26.242170333862305,49.083805084228516,9.27400016784668,22.16650390625,0.37383928894996643,42.60547637939453,0.25,-0.1,0.46,-0.19,0.03,0.0,-0.44
2012-02-09,14.776857376098633,43.507957458496094,25.940698623657227,48.83069610595703,9.24899959564209,22.049707412719727,0.3736100494861603,42.873252868652344,0.15,-0.39,-0.31,0.23,0.04,0.0,0.26
2012-02-10,14.784346580505371,43.31351089477539,25.769397735595703,48.209373474121094,9.277000427246094,22.039979934692383,0.36444181203842163,42.766136169433594,-0.75,-0.59,-0.06,0.29,0.14,0.0,0.98
2012-02-13,15.059401512145996,43.36714553833008,26.242170333862305,48.5660285949707,9.579500198364258,22.20218276977539,0.3701719641685486,43.000465393066406,0.75,0.58,-0.08,-0.2,0.01,0.0,0.2
2012-02-14,15.26495361328125,43.32021713256836,25.981801986694336,48.70988845825195,9.5649995803833,22.35141372680664,0.3722347617149353,43.167823791503906,-0.09,-0.38,-0.35,0.53,-0.2,0.0,0.61
2012-02-15,14.911688804626465,43.347042083740234,25.625513076782227,48.39345169067383,9.22350025177002,22.189207077026367,0.37063029408454895,43.214691162109375,-0.5,-0.27,0.1,-0.11,0.05,0.0,-0.42
2012-02-16,15.047719955444336,43.5280647277832,26.0366153717041,49.13557052612305,8.996500015258789,22.33843231201172,0.37704819440841675,43.64985275268555,1.27,0.68,0.34,-0.3,-0.16,0.0,-0.96
2012-02-17,15.045029640197754,43.57498550415039,26.358657836914062,49.25640106201172,9.125,22.40006446838379,0.36329561471939087,43.45570755004883,0.16,-0.26,0.5,0.08,0.3,0.0,-0.13
2012-02-21,15.426447868347168,43.6085205078125,26.351806640625,49.80292510986328,9.11299991607666,22.32545280456543,0.3651293218135834,43.127662658691406,-0.05,-0.61,0.28,0.18,-0.32,0.0,0.12
2012-02-22,15.372224807739258,43.58171844482422,26.084583282470703,50.004276275634766,9.029000282287598,22.464946746826172,0.3626079857349396,43.14104461669922,-0.39,-0.38,-0.63,0.46,-0.16,0.0,0.6
2012-02-23,15.472597122192383,43.64875411987305,26.372356414794922,50.06179428100586,8.944499969482422,22.44223976135254,0.3646709620952606,44.466609954833984,0.56,0.92,-0.02,-0.44,0.21,0.0,-0.16
2012-02-24,15.652970314025879,43.60139465332031,26.22846794128418,50.24589157104492,8.956500053405762,22.383846282958984,0.36192041635513306,44.6607551574707,0.15,-0.47,-0.64,0.23,-0.21,0.0,0.2
2012-02-27,15.753347396850586,43.59464645385742,26.762903213500977,50.18263244628906,8.92650032043457,22.328697204589844,0.35458576679229736,44.65407943725586,0.14,-0.15,0.36,0.05,0.09,0.0,0.12
2012-02-28,16.042497634887695,44.088417053222656,26.865694046020508,50.13082504272461,9.1899995803833,22.33518409729004,0.35137665271759033,45.11600875854492,0.28,-0.59,-0.13,0.17,-0.05,0.0,0.23
2012-02-29,16.253141403198242,44.02077865600586,26.88624382019043,49.76264572143555,8.98449993133545,22.66282844543457,0.3472510576248169,45.26997375488281,-0.55,-1.05,0.15,0.19,0.32,0.0,0.65
2012-03-01,16.31395721435547,43.851688385009766,27.660480499267578,49.952491760253906,9.001999855041504,22.578489303588867,0.349543035030365,44.62729263305664,0.64,-0.17,0.05,-0.03,-0.07,0.0,-0.33
2012-03-02,16.335229873657227,43.81107711791992,27.838634490966797,49.66484451293945,8.96500015258789,22.44223976135254,0.3525227904319763,44.63397216796875,-0.46,-1.24,-0.06,0.16,0.32,0.0,0.35
2012-03-05,15.975079536437988,43.905799865722656,27.681047439575195,50.05604553222656,9.012999534606934,22.45846176147461,0.3406039774417877,44.82141876220703,-0.4,0.47,0.29,0.17,0.36,0.0,1.24
2012-03-06,15.888179779052734,43.52698516845703,26.941059112548828,49.39445114135742,9.054499626159668,22.305994033813477,0.33739519119262695,44.7477912902832,-1.62,-0.32,-0.35,0.52,-0.18,0.0,1.1
2012-03-07,15.901066780090332,43.493186950683594,27.372716903686523,49.377193450927734,9.18850040435791,22.31572914123535,0.33945801854133606,44.573726654052734,0.8,0.3,0.29,-0.38,0.06,0.0,-0.44
2012-03-08,16.239652633666992,43.86520004272461,27.708438873291016,48.80192184448242,9.381999969482422,22.471437454223633,0.3406039774417877,44.7879638671875,1.07,0.35,-0.24,-0.18,0.04,0.0,-0.1
2012-03-09,16.334928512573242,43.790802001953125,28.112693786621094,48.49700164794922,9.215999603271484,22.549297332763672,0.3396871089935303,44.808040618896484,0.49,0.89,0.18,-0.24,0.0,0.0,-0.36
2012-03-12,16.539583206176758,44.0343132019043,27.776958465576172,49.21611404418945,9.169500350952148,22.756916046142578,0.33441540598869324,45.33023452758789,-0.07,-0.21,-0.04,0.27,0.07,0.0,0.78
2012-03-13,17.02198028564453,44.18987274169922,29.729713439941406,49.969757080078125,9.229499816894531,22.956247329711914,0.33899956941604614,45.457435607910156,1.86,0.16,0.96,-0.71,-0.07,0.0,-1.22
2012-03-14,17.66559410095215,44.02077865600586,29.859895706176758,49.48652648925781,9.11299991607666,22.94644546508789,0.329372763633728,45.423954010009766,-0.23,-0.63,-0.19,0.41,0.13,0.0,0.39
2012-03-15,17.54514503479004,44.01401138305664,30.62727928161621,49.52676773071289,9.221500396728516,22.982389450073242,0.3341861963272095,45.31016540527344,0.67,0.3,0.52,-0.55,0.13,0.0,-1.16
2012-03-16,17.545433044433594,44.047847747802734,30.53822898864746,49.728153228759766,9.2524995803833,22.92683982849121,0.3346445560455322,45.02226638793945,0.06,-0.29,0.39,-0.44,-0.19,0.0,-0.83
2012-03-19,18.010766983032227,44.10870361328125,30.832843780517578,50.044551849365234,9.276000022888184,23.005266189575195,0.3355614244937897,44.9954948425293,0.41,0.51,-0.04,-0.14,-0.34,0.0,0.12
2012-03-20,18.156383514404297,43.939613342285156,31.093212127685547,49.8201904296875,9.616499900817871,23.06736183166504,0.33006033301353455,44.9954948425293,-0.39,-0.61,0.3,0.06,0.12,0.0,0.09
2012-03-21,18.052711486816406,43.804317474365234,30.915067672729492,49.48075866699219,9.58650016784668,23.24055290222168,0.3314356505870819,44.98880386352539,-0.1,0.28,-0.41,0.13,0.09,0.0,0.3
2012-03-22,17.958026885986328,43.60139465332031,30.593017578125,49.089561462402344,9.619999885559082,23.338584899902344,0.33097711205482483,45.20303726196289,-0.74,-0.13,-0.46,0.58,-0.03,0.0,1.22
2012-03-23,17.859447479248047,43.66228485107422,30.942462921142578,49.21611404418945,9.751999855041504,23.3614501953125,0.3334985375404358,45.14278030395508,0.39,0.58,0.37,-0.35,-0.22,0.0,-0.52
2012-03-26,18.186948776245117,44.0816535949707,31.63449478149414,50.06755828857422,10.143500328063965,23.495437622070312,0.33739519119262695,45.16287612915039,1.45,0.48,-0.22,0.11,-0.17,0.0,0.04
2012-03-27,18.411666870117188,44.23723220825195,31.442649841308594,49.83169174194336,10.272000312805176,23.485620498657227,0.3396871089935303,44.95533752441406,-0.3,-0.38,-0.33,0.05,-0.08,0.0,0.45
2012-03-28,18.50575828552246,44.386051177978516,31.70301055908203,49.39445114135742,10.057999610900879,23.74378776550293,0.3474802076816559,44.98208999633789,-0.52,-0.01,0.49,-0.26,0.4,0.0,0.47
2012-03-29,18.273239135742188,44.33192443847656,31.29189682006836,49.52104949951172,10.230500221252441,24.11958122253418,0.3490847051143646,44.861610412597656,-0.17,-0.05,-0.26,0.17,0.12,0.0,0.1
2012-03-30,17.964319229125977,44.61601638793945,31.50430679321289,49.89497756958008,10.125499725341797,24.1849422454834,0.35298123955726624,44.9954948425293,0.28,-0.67,-0.04,-0.03,0.13,0.0,-0.15
2012-04-02,18.536006927490234,44.78512191772461,31.60707664489746,50.090572357177734,9.90250015258789,24.227418899536133,0.35137665271759033,45.22980880737305,0.78,0.36,0.06,0.16,-0.32,0.0,-0.01
2012-04-03,18.8563175201416,44.561920166015625,31.32433319091797,49.377193450927734,9.982999801635742,24.103242874145508,0.34564658999443054,44.915164947509766,-0.34,-0.32,-0.28,0.17,0.19,0.0,0.97
2012-04-04,18.70620346069336,44.23047637939453,30.627769470214844,48.88819885253906,9.69950008392334,24.00520896911621,0.33579063415527344,45.028961181640625,-1.11,-0.6,-0.04,0.3,0.35,0.0,0.86
2012-04-05,18.98695182800293,44.196651458740234,30.579496383666992,48.79615783691406,9.719499588012695,24.008472442626953,0.33533215522766113,45.062435150146484,-0.03,-0.11,-0.42,0.24,-0.18,0.0,0.91
2012-04-09,19.063365936279297,43.91254425048828,30.269155502319336,48.2553825378418,9.593500137329102,23.812410354614258,0.33097711205482483,44.72770690917969,-1.21,-0.44,-0.09,0.53,0.16,0.0,0.72
2012-04-10,18.8299503326416,43.425533294677734,29.62775993347168,47.27164077758789,9.348999977111816,23.534643173217773,0.32455939054489136,44.41975021362305,-1.85,-0.43,0.08,0.24,0.07,0.0,0.18
2012-04-11,18.76282501220703,43.3781852722168,30.351919174194336,47.576541900634766,9.398500442504883,23.56732749938965,0.32868513464927673,44.47999954223633,0.85,0.78,0.28,-0.33,0.16,0.0,-0.33
2012-04-12,18.660058975219727,43.3917236328125,30.924312591552734,48.09429168701172,9.534500122070312,23.600004196166992,0.33647817373275757,44.24568557739258,1.43,0.05,0.3,-0.53,-0.17,0.0,-1.34
2012-04-13,18.134510040283203,42.97910690307617,29.800189971923828,47.72035598754883,9.42300033569336,23.508508682250977,0.32455939054489136,44.0582275390625,-1.25,-0.19,-0.75,0.73,0.11,0.0,1.29
2012-04-16,17.3824405670166,43.276737213134766,29.882938385009766,48.33018112182617,9.274999618530273,23.67189598083496,0.32066285610198975,44.70762634277344,-0.09,0.2,0.8,-0.19,0.42,0.0,-0.03
2012-04-17,18.268449783325195,43.43906784057617,30.27604103088379,49.15858840942383,9.419500350952148,24.165328979492188,0.3213503956794739,44.86831283569336,1.55,0.04,-0.22,-0.13,-0.35,0.0,-0.42
2012-04-18,18.227699279785156,42.78970718383789,29.855358123779297,49.33118438720703,9.553500175476074,24.237218856811523,0.3179122507572174,44.68754577636719,-0.42,-0.48,-0.45,0.38,-0.1,0.0,0.59
2012-04-19,17.60146713256836,42.63413619995117,29.807079315185547,49.0608024597168,9.555000305175781,24.122848510742188,0.3130989372730255,44.56702423095703,-0.57,-0.03,0.24,-0.27,0.28,0.0,-0.49
2012-04-20,17.16819953918457,43.0941047668457,29.46225357055664,49.072296142578125,9.49899959564209,24.224157333374023,0.3069102168083191,45.196327209472656,0.11,0.51,-0.09,0.37,0.64,0.0,1.07
2012-04-23,17.129850387573242,42.86411666870117,29.551895141601562,49.29667663574219,9.411999702453613,24.080368041992188,0.3032429814338684,44.620601654052734,-0.95,-0.5,0.15,0.07,-0.03,0.0,0.09
2012-04-24,16.787670135498047,43.13468551635742,29.84845733642578,49.653343200683594,9.516500473022461,24.22088050842285,0.2938454747200012,44.854915618896484,0.29,0.29,0.91,-0.62,0.7,0.0,-0.58
2012-04-25,18.27743148803711,43.581111907958984,29.765697479248047,49.9640007019043,9.720999717712402,24.48558235168457,0.2998048663139343,45.16004943847656,1.44,0.37,-0.98,0.27,-0.74,0.0,0.43
2012-04-26,18.20851707458496,43.79755783081055,30.207061767578125,49.515281677246094,9.799500465393066,24.74045181274414,0.30003419518470764,45.14657211303711,0.75,-0.03,-0.03,-0.24,-0.21,0.0,0.03
2012-04-27,18.067686080932617,43.85843276977539,29.88983726501465,49.52104949951172,11.342499732971191,25.041091918945312,0.29751288890838623,43.505977630615234,0.35,0.7,-0.27,0.14,-0.18,0.0,0.34
2012-04-30,17.4977970123291,44.0343132019043,29.641550064086914,49.67060089111328,11.595000267028809,24.939796447753906,0.2979712188243866,42.96586990356445,-0.48,-0.6,0.0,-0.01,-0.14,0.0,-0.25
2012-05-01,17.442367553710938,44.115482330322266,30.200193405151367,50.07332229614258,11.501999855041504,25.13913345336914,0.3032429814338684,42.91860580444336,0.48,-0.77,0.39,-0.05,0.06,0.0,-0.57
2012-05-02,17.55771827697754,44.18987274169922,29.79327964782715,49.59006881713867,11.512499809265137,25.214290618896484,0.2945330739021301,43.19541931152344,-0.15,0.69,-0.66,0.43,0.27,0.0,1.15
2012-05-03,17.433080673217773,44.196651458740234,29.66225242614746,49.27364730834961,11.47249984741211,25.3057861328125,0.28949037194252014,43.55324172973633,-0.92,-0.63,0.0,0.42,0.31,0.0,0.93
2012-05-04,16.93659019470215,43.790802001953125,28.793275833129883,48.65233612060547,11.19950008392334,25.161998748779297,0.28100964426994324,43.397953033447266,-1.62,-0.24,0.18,0.15,0.16,0.0,0.25
2012-05-07,17.063331604003906,43.831390380859375,28.813968658447266,48.60056686401367,11.258000373840332,25.25350570678711,0.2858230769634247,43.37770080566406,0.05,0.15,0.44,-0.37,0.29,0.0,-0.02
2012-05-08,17.02437400817871,43.95313262939453,28.538101196289062,48.33592987060547,11.194999694824219,25.207759857177734,0.28559404611587524,43.316951751708984,-0.41,0.33,0.32,0.11,0.24,0.0,0.15
2012-05-09,17.05434226989746,43.47965621948242,28.027748107910156,47.927486419677734,11.14900016784668,25.09012222290039,0.28673988580703735,42.98612976074219,-0.63,0.13,-0.22,-0.02,-0.09,0.0,0.11
2012-05-10,17.0944881439209,43.675804138183594,28.096710205078125,47.985389709472656,11.334500312805176,25.295989990234375,0.2846771776676178,43.303443908691406,0.3,0.09,0.56,-0.12,0.52,0.0,0.79
2012-05-11,16.980335235595703,43.52022171020508,25.489803314208984,48.136009216308594,11.383999824523926,25.315589904785156,0.30278468132019043,42.99287796020508,-0.29,0.12,-1.05,0.02,-0.04,0.0,0.56
2012-05-14,16.725948333740234,43.24291229248047,24.68291664123535,47.56833267211914,11.146499633789062,25.11953353881836,0.3009510338306427,42.925357818603516,-1.14,-0.15,-0.17,0.1,0.07,0.0,0.25
